Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location,price
Check this 1584 SQ FT apartment up for sale at Mirpur very near to Aklima General Hospital LTD,3.0,4.0,2,vacant,1584.0,dhaka,"৳12,000,000","Section 2, Mirpur",12000000.0
Choose Your Destination At This Nice Flat Which Is Available For Sale In Uttara Near Uttara Model Town Post Office,3.0,3.0,4,vacant,1500.0,dhaka,"৳8,800,000","Sector 3, Uttara",8800000.0
"At Mohammadpur, Nice Flat Up For Sale Near Millennium Heart &amp; General Hospital Ltd.",2.0,2.0,3,vacant,1050.0,dhaka,"৳5,500,000","Zakir Hosain Road, Mohammadpur",5500000.0
Visit this apartment for sale of 1703 SQ FT in Mirpur near Jannat Academy High School.,3.0,3.0,6,vacant,1703.0,dhaka,"৳8,855,600","Section 11, Mirpur",8855600.0
"Apartment Up For Sale In Mirpur, Near Baitur Rahmat Jame Masjid",2.0,2.0,6,vacant,1000.0,dhaka,"৳4,000,000","Arambag Residential Area, Mirpur",4000000.0
"A 2300 Square Ft. Residential Apartment For Sale At Bashundhara R-A, Block J.",4.0,4.0,1,vacant,2300.0,dhaka,"৳15,000,000","Block J, Bashundhara R-A",15000000.0
"2300 Sq Ft Flat With Comfiest Home Facilities, Is Up For Sale In Bashundhara R-a, Block J",4.0,4.0,5,vacant,2300.0,dhaka,"৳15,000,000","Block J, Bashundhara R-A",15000000.0
"1365 Sq Ft Flat With Serene Balcony Views Is For Sale In Mirpur-10, Senpara Parbata",3.0,3.0,7,vacant,1365.0,dhaka,"৳7,507,500","Section 10, Mirpur",7507500.0
1365 Sq Ft Flat With 3 Bedrooms Is Up For Sale In Mirpur-10,3.0,3.0,9,vacant,1365.0,dhaka,"৳7,507,500","Section 10, Mirpur",7507500.0
1365 Sq Ft Flat Is Up For Sale In Mirpur-10,3.0,3.0,9,vacant,1365.0,dhaka,"৳7,507,500","Section 10, Mirpur",7507500.0
Appreciate Your Days In This 1365 Sq Ft Flat For Sale With Best Room Facilities In Mirpur-10,3.0,3.0,9,vacant,1365.0,dhaka,"৳7,507,500","Section 10, Mirpur",7507500.0
"Buy This Nice Flat Of 1900 Sq Ft, Which Is Located At Jagannathpur, Badda",6.0,6.0,5,vacant,1900.0,dhaka,"৳10,000,000","Jagannathpur, Badda",10000000.0
"A 2156 Square Feet Residential Flat Is Up For Sale At Block J, Bashundhara R-a",3.0,3.0,5,vacant,2156.0,dhaka,"৳17,000,000","Block J, Bashundhara R-A",17000000.0
"This Flat In Shapla Housing , Agargaon Is Up For Sale With An Area Of 1300 Sq.ft",3.0,3.0,9,vacant,1300.0,dhaka,"৳9,750,000","West Agargaon, Agargaon",9750000.0
"Covering 1360 Sq Ft Space A Flat Is Up For Sale In Block I, Bashundhara R-a",3.0,3.0,6,vacant,1360.0,dhaka,"৳10,000,000","Block I, Bashundhara R-A",10000000.0
1332 Sq Ft Residential Apartment Is Up For Sale In Dakkhin Paikpara,3.0,3.0,1,vacant,1332.0,dhaka,"৳5,594,400","Dakkhin Paikpara, Mirpur",5594400.0
4.53 Katha Plot with full building is now available for sale in Rajashon,,,,vacant,3262.0,dhaka,"৳4,500,000","Rajashon, Savar",4500000.0
Your Desired Large 2 Bedroom Home In Mohammadpur Very Close To Mohammadpur Police Camp Is Now Vacant For Sale,2.0,2.0,2,vacant,850.0,dhaka,"৳5,100,000","Bash Bari Road, Mohammadpur",5100000.0
We Have A 1295 Sq.Ft Flat For Sale In Taltola .,3.0,2.0,7,vacant,1295.0,dhaka,"৳6,500,000","Taltola, Agargaon",6500000.0
"If You Want To Reside In Mirpur DOHS, Check This 1100 Sq Ft Flat Which Is Up For Sale.",3.0,2.0,1,vacant,1100.0,dhaka,"৳9,500,000","Mirpur DOHS, Mirpur",9500000.0
At Uttara-12 We Have A 1050 Sq.Ft Ready Flat For Sale.,3.0,2.0,5,vacant,1050.0,dhaka,"৳5,500,000","Sector 12, Uttara",5500000.0
4 Katha Residential Plot Is Up For Sale At Kushumbag Close To Kalibari Temple,,,,vacant,2880.0,dhaka,"৳18,000,000","Rajarbag, Bashabo",18000000.0
"1425 Sq Ft Flat For Sale In West Shewrapara, Mirpur",3.0,3.0,1,vacant,1425.0,dhaka,"৳8,537,500","West Shewrapara, Mirpur",8537500.0
Your Desirable Cozy Flat of 1425 sq ft Is Ready For Sale In West Shewrapara Near North South International School,3.0,3.0,7,vacant,1425.0,dhaka,"৳8,537,500","West Shewrapara, Mirpur",8537500.0
Cantonment Is Giving You A 1410 Sq Ft Apartment Available For Sale,3.0,3.0,4,vacant,1410.0,dhaka,"৳7,000,000","Bagan Bari, Cantonment",7000000.0
A 860 Square Feet Apartment Is For Sale In The Location Of Rupnagar R/A.,2.0,2.0,6,vacant,860.0,dhaka,"৳4,500,000","Rupnagar R/A, Mirpur",4500000.0
View This 1254 Sq Ft Apartment Is Available For Sale At Cantonment,3.0,3.0,2,vacant,1254.0,dhaka,"৳5,500,000","Manikdi, Cantonment",5500000.0
In Mirpur DOHS A Standard 1195 Sq.Ft Flat Is For Sale.,3.0,3.0,2,vacant,1195.0,dhaka,"৳8,500,000","Mirpur DOHS, Mirpur",8500000.0
This Wonderful Flat Is Set For Sale With An Amazing Floor Plan Which Is 1800 Sq Ft In Pirerbag,3.0,4.0,9,vacant,1800.0,dhaka,"৳7,500,000","Pirerbag, Mirpur",7500000.0
Obtain This Well Fitted Flat Of 1860 Sq Ft Which Is Up For Sale In Bashundhara R-a,3.0,3.0,7,vacant,1860.0,dhaka,"৳12,000,000","Block J, Bashundhara R-A",12000000.0
A Fine 1654 Sq Ft Flat Is Now For Sale Which Is In Uttara Sector 18.,3.0,4.0,1,vacant,1654.0,dhaka,"৳8,500,000","Sector 18, Uttara",8500000.0
950 Sq. Ft. Flat Ready For Sale At North Pirerbag.,3.0,2.0,3,vacant,950.0,dhaka,"৳3,500,000","Pirerbag, Mirpur",3500000.0
"In The Location Of Cantonment , Close To Alabdirtek Jame Mosque A Flat Is Up For Sale",3.0,2.0,9,vacant,1070.0,dhaka,"৳3,800,000","Goltek, Cantonment",3800000.0
An Apartment Which Is Up For Sale At Mirpur Near To Aloron International School &amp; College,3.0,3.0,1,vacant,1400.0,dhaka,"৳7,000,000","Ahmed Nagar, Mirpur",7000000.0
Visit This Apartment For Sale In Mirpur Near Halim Foundation Model High School,4.0,4.0,2,vacant,1451.0,dhaka,"৳7,500,000","West Shewrapara, Mirpur",7500000.0
"This Ready Apartment At Mirpur, Near Masjidul Juma Is Up For Sale.",2.0,2.0,3,vacant,650.0,dhaka,"৳2,700,000","Section 12, Mirpur",2700000.0
A Nice Flat Is For Sale In Mohammadpur Nearby Alhaj Mockbul Hossain University College,2.0,2.0,2,vacant,940.0,dhaka,"৳4,800,000","Katashur, Mohammadpur",4800000.0
Offering You A Nice Flat For Sale In Uttara Near Asian University Of Bangladesh,3.0,3.0,5,vacant,1554.0,dhaka,"৳13,500,000","Sector 6, Uttara",13500000.0
This 368 Sq. Ft Shop Is Up For Sale In Malibagh Near Standard Bank Limited,,,1,vacant,368.0,dhaka,"৳11,040,000","Malibag Bazar Rd, Malibagh",11040000.0
3 Bedroom &amp; 3 Bathroom Apartment Which Is Up For Sale At Aftab Nagar,3.0,3.0,5,vacant,1300.0,dhaka,"৳8,300,000","Block E, Aftab Nagar",8300000.0
"At Aftab Nagar Near To Gazi Jame Mosjid, A 1300 Sq. Ft Apartment Which Is Up For Sale",3.0,3.0,6,vacant,1300.0,dhaka,"৳8,300,000","Block E, Aftab Nagar",8300000.0
An Apartment Which Is Up For Sale At Ahmed Nagar Near To Ahmed Nagar Darul Islam Jame Masjid.,3.0,2.0,6,vacant,1276.0,dhaka,"৳4,000,000","Ahmed Nagar, Mirpur",4000000.0
Well Developed Flat Is Up For Sale In Bashundhara R-A Nearby Playpan School.,3.0,3.0,5,vacant,1400.0,dhaka,"৳12,500,000","Block I, Bashundhara R-A",12500000.0
Apartment For Sale Is All Set For You To Settle In Uttara Close To Trust Bank Limited ATM Booth,3.0,3.0,4,vacant,1320.0,dhaka,"৳9,130,000","Sector 10, Uttara",9130000.0
A Fascinating Apartment In Dakshin Khan Near To Ark Hospital Is Ready For Sale,3.0,3.0,3,vacant,1320.0,dhaka,"৳5,000,000","East Azampur, Dakshin Khan",5000000.0
"A Rightly Planned 1517 Sq Ft Residence Is Found For Sale In Uttara, Near Mugda Medical College And Hospital",3.0,3.0,5,vacant,1517.0,dhaka,"৳11,500,000","Sector 10, Uttara",11500000.0
Buy This 855 Sq Ft Nice Flat In North Goran,3.0,2.0,5,vacant,875.0,dhaka,"৳5,700,000","North Goran, Khilgaon",5700000.0
Buy This 1650 Sq Ft Office In Ibrahimpur Bazar Road,,,3,vacant,1650.0,dhaka,"৳10,000,000","Ibrahimpur Bazar Road, Ibrahimpur",10000000.0
"630 Sq Ft Residential Apartment For Sale In Mirpur, Rupnagar R/a",2.0,1.0,2,vacant,630.0,dhaka,"৳3,500,000","Rupnagar R/A, Mirpur",3500000.0
Create your home in a 800 SQ FT apartment for sale in Rupnagar R/A,2.0,2.0,5,vacant,800.0,dhaka,"৳5,300,000","Rupnagar R/A, Mirpur",5300000.0
"1560 Square Feet Apartment For Sale In The Great Area Of Bashundhara R-a, Block L",3.0,3.0,1,vacant,1560.0,dhaka,"৳14,000,000","Block L, Bashundhara R-A",14000000.0
1802 SQ FT Apartment for Sale in Uttara nearby Police Station,3.0,3.0,2,vacant,1802.0,dhaka,"৳16,000,000","Sector 4, Uttara",16000000.0
"Make this 1000 SQ FT flat your next residing location, which is up for sale in Jigatola",3.0,2.0,2,vacant,1000.0,dhaka,"৳7,300,000","Jigatola, Hazaribag",7300000.0
Offering You 1720 Sq Ft Flat For Sale In Hazaribag,4.0,4.0,2,vacant,1720.0,dhaka,"৳14,000,000","Jigatola, Hazaribag",14000000.0
Ready Flat Is Now For Sale In Rampura Nearby Mercantile Bank Limited,3.0,3.0,2,vacant,1245.0,dhaka,"৳7,100,000","West Rampura, Rampura",7100000.0
A Well Sized 1200 Sq Ft Residential Home Is Available For Sale At Baigertek,3.0,3.0,5,vacant,1200.0,dhaka,"৳5,000,000","Baigertek, Cantonment",5000000.0
Worthy 925 Sq Ft Residence Is For Sale At Banasree,2.0,2.0,4,vacant,925.0,dhaka,"৳6,800,000","Block J, Banasree",6800000.0
1485 Sq Ft Apartment With 3 Bedrooms For Sale In Mohammadpur,3.0,3.0,4,vacant,1485.0,dhaka,"৳13,200,000","Jahuri Moholla, Mohammadpur",13200000.0
"View This 1485 Sq Ft Apartment For Sale In Mohammadpur, Jahuri Moholla",3.0,3.0,4,vacant,1485.0,dhaka,"৳13,200,000","Jahuri Moholla, Mohammadpur",13200000.0
Buy This 1200 Sq Ft Apartment In The Nice Area Of Mirpur,3.0,3.0,7,vacant,1200.0,dhaka,"৳6,000,000","Ahmed Nagar, Mirpur",6000000.0
"Impressive Apartment Of 1553 Sq Ft Is Up For Sale In Free School Street, Kathalbagan",3.0,3.0,2,vacant,1553.0,dhaka,"৳16,500,000","Free School Street, Kathalbagan",16500000.0
"750 Sq Ft Apartment For Sale In Ahmed Nagar, Mirpur",3.0,2.0,6,vacant,750.0,dhaka,"৳5,200,000","Ahmed Nagar, Mirpur",5200000.0
"Offering You 650 Sq Ft Flat For Sale In Mirpur, Rupnagar R/a.",2.0,2.0,5,vacant,650.0,dhaka,"৳3,200,000","Rupnagar R/A, Mirpur",3200000.0
"This 1595 Sq Ft Apartment Is Ready For Sale In Baitul Aman Housing Society, Adabor",3.0,3.0,6,vacant,1595.0,dhaka,"৳11,232,000","Baitul Aman Housing Society, Adabor",11232000.0
"This 850 Sq Ft Apartment Comes With Peaceful Living In Mirpur10-Block A , Is Up For Sale.",2.0,2.0,6,vacant,850.0,dhaka,"৳6,000,000","Section 10, Mirpur",6000000.0
"Near Senpara Jame Masjid, Apartment For sale In Mirpur",2.0,2.0,7,vacant,850.0,dhaka,"৳4,800,000","Section 10, Mirpur",4800000.0
A worthwhile 1425 SQ FT residential flat is ready for sale at Mirpur 6,3.0,3.0,1,vacant,1425.0,dhaka,"৳8,500,000","Section 6, Mirpur",8500000.0
"A very reasonable 700 SQ FT residential home is up for sale located at Mirpur, Section 6",2.0,1.0,5,vacant,700.0,dhaka,"৳3,000,000","Section 6, Mirpur",3000000.0
"Your Desirable 1480 Sq Ft Cozy Flat Is Ready For Sale In Mirpur 2, Near Islami Bank International School &amp; College",3.0,3.0,2,vacant,1480.0,dhaka,"৳10,000,000","Section 2, Mirpur",10000000.0
Plan To Move In This 990 Sq Ft Flat Which Is Up For Sale In Bochila,3.0,3.0,6,vacant,990.0,dhaka,"৳4,800,000","Bochila, Mohammadpur",4800000.0
A 600 Square Feet Apartment At Bochila City Developers Ltd For Sale,2.0,1.0,8,vacant,600.0,dhaka,"৳3,000,000","Bochila, Mohammadpur",3000000.0
Buy This Amazing 1050 Sq Ft Apartment At Mirpur,3.0,2.0,3,vacant,1050.0,dhaka,"৳4,800,000","2nd Colony, Mirpur",4800000.0
A Must See 1350 Sq Ft Apartment For sale Is All Set For You To Settle In Bashundhara Close To Kuril Hazi Bari Masjid,3.0,3.0,5,vacant,1350.0,dhaka,"৳13,000,000","Block C, Bashundhara R-A",13000000.0
Your Desired Large 2 Bedroom Home In Rajanigandha Residential Area Is Now Vacant For Sale,2.0,2.0,3,vacant,1015.0,dhaka,"৳6,500,000","Section 15, Mirpur",6500000.0
Looking For A Tasteful Home For Sale In Faydabad ? Check This One,2.0,2.0,5,vacant,600.0,dhaka,"৳2,600,000","Faydabad, Dakshin Khan",2600000.0
Looking For A Tasteful Home For Sale In Paterbag? Check This One,2.0,2.0,8,vacant,1100.0,dhaka,"৳4,500,000","Doniya, Shyampur",4500000.0
At Paterbag 1100 Square Feet Apartment For Sale,2.0,2.0,1,vacant,1100.0,dhaka,"৳4,500,000","Doniya, Shyampur",4500000.0
At Mirpur DOHS 1045 Square feet flat is available to Sale close to Mirpur DOHS Central Mosque,3.0,2.0,1,vacant,1045.0,dhaka,"৳11,000,000","Mirpur DOHS, Mirpur",11000000.0
"1100 Sq Ft Apartment Is For Sale In Mirpur, Section 1",3.0,2.0,6,vacant,1100.0,dhaka,"৳6,400,000","Section 1, Mirpur",6400000.0
"Build Your Residence In This 2100 Sq Ft Apartment For Sale In Banasree, Block E",4.0,4.0,6,vacant,2100.0,dhaka,"৳14,000,000","Block E, Banasree",14000000.0
"1250 Sq Ft Residential Property Is Available For Sale In Hazaribag, Rayer Bazaar",3.0,3.0,6,vacant,1250.0,dhaka,"৳10,800,000","Rayer Bazaar, Hazaribag",10800000.0
Decent 1100 Sq Ft Residential Flat For Sale In Banasree,3.0,2.0,1,vacant,1100.0,dhaka,"৳7,900,000","South Banasree Project, Banasree",7900000.0
Check This Flat In Mirpur For Sale Which Is Ready To Move In,3.0,2.0,4,vacant,820.0,dhaka,"৳6,000,000","Section 11, Mirpur",6000000.0
"This 1125 Sq Ft Flat Is Up For Sale Within Your Affordability, Is Located At Hatirpool",3.0,3.0,4,vacant,1125.0,dhaka,"৳9,700,000","Free School Street, Hatirpool",9700000.0
"Modern 1220 Sq Ft Flat For Sale In Free School Street Road, Kathalbagan",2.0,3.0,3,vacant,1220.0,dhaka,"৳16,300,000","Free School Street, Kathalbagan",16300000.0
2200 Sq Ft Flat Is Now For Sale Which Is In Bashundhara R-a,4.0,4.0,2,vacant,2200.0,dhaka,"৳16,500,000","Block I, Bashundhara R-A",16500000.0
"Looking For A New Place? Try Us, As We Have This 970 Sq Ft Apartment Ready For Sale At Mirpur, Near Bashir Uddin Adarsha School And College",2.0,2.0,3,vacant,970.0,dhaka,"৳4,800,000","Section 1, Mirpur",4800000.0
Let Us Assist You To Buy This 1510 Sq. Ft Flat At South Pirerbag Near To Fulki Nursery School,3.0,3.0,1,vacant,1510.0,dhaka,"৳8,200,000","Pirerbag, Mirpur",8200000.0
Grab This 1235 Sq Ft Flat For Sale In Hazaribag,3.0,3.0,1,vacant,1235.0,dhaka,"৳11,800,000","Rayer Bazaar, Hazaribag",11800000.0
Grab This 1425 Sq Ft Flat Up For Sale In Mirpur Near Sonali Bank,3.0,3.0,4,vacant,1425.0,dhaka,"৳8,637,500","Section 12, Mirpur",8637500.0
See This Apartment Which Is Up For Sale In West Shewrapara Near Shewrapara Central Jame Masjid.,3.0,3.0,1,vacant,850.0,dhaka,"৳7,000,000","West Shewrapara, Mirpur",7000000.0
At Middle Monipur Nice Flat Up For Sale Near Baitur Rowshan Jame Masjid,3.0,2.0,1,vacant,1100.0,dhaka,"৳5,000,000","Middle Monipur, Mirpur",5000000.0
At Middle Paikpara Nice Flat Up For Sale Near Paikpara Central Jame Masjid,3.0,3.0,1,vacant,1100.0,dhaka,"৳4,200,000","Middle Paikpara, Mirpur",4200000.0
Well Planned Residential Apartment In Mirpur Is Available For Sale Near Adarsha Abason Road,3.0,3.0,3,vacant,1300.0,dhaka,"৳6,500,000","Paikpara, Mirpur",6500000.0
Check This Apartment Up For Sale At Pirerbag Near Shimultola Jame Mosjid,3.0,2.0,4,vacant,1050.0,dhaka,"৳5,800,000","Pirerbag, Mirpur",5800000.0
An Apartment Which Is Up For Sale At Kallyanpur Near To Kallyanpur Girls School And College.,3.0,2.0,2,vacant,1070.0,dhaka,"৳4,600,000","Kallyanpur, Mirpur",4600000.0
3 Bedroom Flat For Sale In Agargaon Near Agargaon Adarsha High School,3.0,3.0,4,vacant,1230.0,dhaka,"৳6,400,000","Kutum Goli, Agargaon",6400000.0
Visit This Residential Plot For Sale In Bashundhara R-a Near Bashundhara Group Head Quter2,,,,vacant,2880.0,dhaka,"৳15,000,000","Block M, Bashundhara R-A",15000000.0
"879 Sq Ft Apartment For Sale In West Kazipara, Mirpur",3.0,2.0,4,vacant,879.0,dhaka,"৳5,274,000","West Kazipara, Mirpur",5274000.0
Noticeable 1850 Sq Ft Apartment For Sale In Malibagh,4.0,4.0,9,vacant,1850.0,dhaka,"৳17,500,000","Malibag Bazar Rd, Malibagh",17500000.0
Get Comfortable In A Nice Flat For Sale In Bashundhara R-a Nearby Viquarunnisa Noon School And College,3.0,4.0,3,vacant,1856.0,dhaka,"৳17,500,000","Block G, Bashundhara R-A",17500000.0
1650 SQ FT flat is now Vacant for sale in Mirpur,4.0,4.0,7,vacant,1650.0,dhaka,"৳9,900,000","Paikpara, Mirpur",9900000.0
Acquire This 130 Sq Ft Shop Which Is Up For Sale In Nikunja 2,,,2,vacant,130.0,dhaka,"৳4,200,000","Nikunja 2, Nikunja",4200000.0
625 Sq Ft Residential Apartment For Sale In Mirpur,2.0,2.0,4,vacant,625.0,dhaka,"৳2,500,000","East Kazipara, Mirpur",2500000.0
An Apartment Of 1250 Sq.Ft Is Up For Sale In Mirpur Section 11.,3.0,3.0,8,vacant,1250.0,dhaka,"৳5,000,000","Section 11, Mirpur",5000000.0
Flat For Sale In Mirpur Near Gudara Ghat Wasa Pump,2.0,2.0,5,vacant,650.0,dhaka,"৳3,000,000","Section 2, Mirpur",3000000.0
1350 Square Feet Residential Flat Is Now Up For Sale In Bashundhara Near Independent University,3.0,3.0,1,vacant,1350.0,dhaka,"৳12,000,000","Block D, Bashundhara R-A",12000000.0
A rightly planned 1325 SQ FT flat is found for sale in Mirpur near Islami Bank Hospital,3.0,3.0,5,vacant,1325.0,dhaka,"৳6,500,000","Section 11, Mirpur",6500000.0
1210 Square Feet Apartment Is For Sale At Maghbazar,3.0,3.0,1,vacant,1210.0,dhaka,"৳6,000,000","Boro Maghbazar, Maghbazar",6000000.0
1654 SFT Three Bedroom Apartment | Vacant Now | Ready To Move in Uttara,3.0,4.0,5,vacant,1654.0,dhaka,"৳11,000,000","Sector 18, Uttara",11000000.0
"1275 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block J",3.0,3.0,6,vacant,1275.0,dhaka,"৳12,500,000","Block J, Bashundhara R-A",12500000.0
"1609 Sq Ft Suitable Apartment For Sale In Banasree, Block H",3.0,3.0,2,vacant,1609.0,dhaka,"৳12,800,000","Block H, Banasree",12800000.0
"A Strongly Structured Apartment Of 1410 Sq Ft Is Available For Sale In Block C, Bashundhara R-a",3.0,3.0,1,vacant,1410.0,dhaka,"৳13,395,000","Block C, Bashundhara R-A",13395000.0
Reside Conveniently In This Well Constructed 922 Sq Ft Flat For Sale In North Azampur,2.0,2.0,9,vacant,922.0,dhaka,"৳5,000,000","North Azampur, Dakshin Khan",5000000.0
"You Can Find A Wonderful 1500 Sq Ft Flat For Sale In Bashundhara R-a, Block G",3.0,4.0,6,vacant,1500.0,dhaka,"৳12,200,000","Block G, Bashundhara R-A",12200000.0
A 3 Bedrooms Residence For Sale In Eastern Housing - Pallabi.,3.0,2.0,4,vacant,1050.0,dhaka,"৳5,000,000","Pallabi, Mirpur",5000000.0
This 1872 Sq.Ft Flat In Bijoy Rakeen City With A Convenient Price Is Up For Sale,3.0,3.0,5,vacant,1872.0,dhaka,"৳13,500,000","Section 15, Mirpur",13500000.0
935 Sq Ft Flat Ready For Sale In South Pirerbag,3.0,2.0,3,vacant,935.0,dhaka,"৳6,610,000","Pirerbag, Mirpur",6610000.0
"Check Out This 750 Sq Ft Flat For Sale In Ashi Dag Road, Ibrahimmpur",2.0,2.0,5,vacant,750.0,dhaka,"৳3,500,000","Ashi Dag Road, Ibrahimpur",3500000.0
963 Sq. Ft Flat For Sale Beside To Khilkhet Bazar Masjid In Dumni .,3.0,2.0,1,vacant,963.0,dhaka,"৳2,503,800","Bazar Road, Dumni",2503800.0
Close To Khilkhet Bazar Masjid A 951 Sq.ft Flat For Sale At Dumni .,2.0,2.0,2,vacant,951.0,dhaka,"৳2,472,600","Bazar Road, Dumni",2472600.0
1248 Sq.ft Flat For Sale Very Next To Khilkhet Bazar Masjid At Dumni .,3.0,3.0,2,vacant,1248.0,dhaka,"৳3,244,800","Bazar Road, Dumni",3244800.0
For Selling Purpose This 1046 Sq Ft Flat Is Now Vacant In Dumni.,3.0,2.0,2,vacant,1046.0,dhaka,"৳2,800,000","Bazar Road, Dumni",2800000.0
Beside To Shah Shaheb Nagar Jame Mosque 1000 Square Feet Flat For Sale At Paikpara,3.0,2.0,4,vacant,1000.0,dhaka,"৳3,800,000","Middle Paikpara, Mirpur",3800000.0
"A Relaxing 1050 Sq Ft Flat Is Up For Sale At Ahmed Nagar, With An Attractive Price",3.0,2.0,3,vacant,1050.0,dhaka,"৳5,500,000","Ahmed Nagar, Mirpur",5500000.0
"In Shah Ali Bag, This 1090 Sq Ft Residence Is Waiting For Sale",3.0,3.0,3,vacant,1090.0,dhaka,"৳7,085,000","Section 1, Mirpur",7085000.0
"A Very Beautiful 1400 Sq Ft Flat Is Now Available For Sale In Chikha Bazar, Ibrahimpur",4.0,4.0,8,vacant,1400.0,dhaka,"৳9,500,000","Chikha Bazar, Ibrahimpur",9500000.0
Cozy Flat Is Available For Sale In Mirpur Near To Mirpur Adhunik Hospital,3.0,3.0,3,vacant,1400.0,dhaka,"৳7,500,000","Section 12, Mirpur",7500000.0
1150 Sq Ft Apartment With 3 Bedrooms Is Ready For Sale In Mirpur-11,3.0,3.0,4,vacant,1150.0,dhaka,"৳7,000,000","Section 11, Mirpur",7000000.0
Pursue This 1383 Square Feet Apartment Ready For Sale In Dhanmondi,3.0,3.0,5,vacant,1383.0,dhaka,"৳10,800,000","West Dhanmondi and Shangkar, Dhanmondi",10800000.0
1650 Square Ft Apartment For Sale Is Being Constructed In Mirpur,4.0,3.0,5,vacant,1650.0,dhaka,"৳11,000,000","Middle Monipur, Mirpur",11000000.0
1650 Square Ft Well Designed Apartment For Sale In Mirpur,4.0,3.0,3,vacant,1650.0,dhaka,"৳11,000,000","Middle Monipur, Mirpur",11000000.0
"Buy This 1070 Sq Ft Flat In Uttara, Sector 10",2.0,2.0,1,vacant,1070.0,dhaka,"৳9,630,000","Sector 10, Uttara",9630000.0
Modest 1450 Square Feet Apartment For Sale In Rajabazar,3.0,3.0,1,vacant,1450.0,dhaka,"৳11,000,000","Rajabazar, Tejgaon",11000000.0
"1200 Sq Ft Apartment Is For Sale In Mirpur-1, Block B",3.0,2.0,3,vacant,1200.0,dhaka,"৳7,500,000","Section 1, Mirpur",7500000.0
4 Bedrooms Apartment Is Available For Sale In Bashundhara R-a.,4.0,5.0,4,vacant,2535.0,dhaka,"৳16,000,000","Block E, Bashundhara R-A",16000000.0
1325 Sq Ft Residential Apartment For Sale In Uttar Badda,3.0,3.0,8,vacant,1325.0,dhaka,"৳8,000,000","Uttar Badda, Badda",8000000.0
There&#039;s A Thoughtfully Designed 1650 Sq Ft Flat For Sale In Keraniganj,3.0,3.0,6,vacant,1650.0,dhaka,"৳8,250,000","South Keraniganj, Keraniganj",8250000.0
1650 Sq Ft Flat Located In Keraniganj Is Now Available | For Sale,3.0,3.0,4,vacant,1650.0,dhaka,"৳8,250,000","South Keraniganj, Keraniganj",8250000.0
